,Inns,Score,Overs,Conc,Wkts,Ct,St,empty,Opposition,Ground,Start Date
0,1,-,DNB,-,-,0,0,,v Australia,Lord's,29 Jun 2019
1,2,8,-,-,-,-,-,,v Australia,Lord's,29 Jun 2019
2,1,-,DNB,-,-,0,0,,v England,Chester-le-Street,3 Jul 2019
3,2,0,-,-,-,-,-,,v England,Chester-le-Street,3 Jul 2019
4,1,28,-,-,-,-,-,,v India,Manchester,9 Jul 2019
