,Inns,Score,Overs,Conc,Wkts,Ct,St,empty,Opposition,Ground,Start Date
0,1,-,DNB,-,-,0,0,,v Kenya,Chennai,20 Feb 2011
1,2,39*,-,-,-,-,-,,v Kenya,Chennai,20 Feb 2011
2,1,10,-,-,-,-,-,,v Australia,Nagpur,25 Feb 2011
3,2,-,DNB,-,-,0,0,,v Australia,Nagpur,25 Feb 2011
4,1,-,DNB,-,-,0,0,,v Zimbabwe,Ahmedabad,4 Mar 2011
