,Inns,Score,Overs,Conc,Wkts,Ct,St,empty,Opposition,Ground,Start Date
0,1,-,3.0,21,1,1,0,,v Sri Lanka,Cardiff,1 Jun 2019
1,2,DNB,-,-,-,-,-,,v Sri Lanka,Cardiff,1 Jun 2019
2,1,-,2.0,24,0,0,0,,v Bangladesh,The Oval,5 Jun 2019
3,2,25,-,-,-,-,-,,v Bangladesh,The Oval,5 Jun 2019
4,1,-,10.0,31,5,0,0,,v Afghanistan,Taunton,8 Jun 2019
