,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,Tests,8,11,1,180,35,18.00,320,56.25,0,0,24,1,14,0,8,16,1530,752,21,4/18,7/50,35.80,2.94,72.8,1,0,0
1,ODIs,31,21,7,169,38*,12.07,188,89.89,0,0,12,5,19,0,31,31,1532,1521,43,5/29,5/29,35.37,5.95,35.6,0,1,0
2,T20Is,39,23,10,168,27*,12.92,144,116.66,0,0,12,7,21,0,39,39,832,1197,47,4/6,4/6,25.46,8.63,17.7,2,0,0
3,First-class,112,156,23,3430,166,25.78,,,3,15,,,133,0,112,197,18578,10506,328,7/43,9/58,32.03,3.39,56.6,11,10,0
4,List A,81,54,13,633,55,15.43,,,0,1,,,45,0,81,79,3712,3543,119,5/28,5/28,29.77,5.72,31.1,1,2,0
5,T20s,149,90,38,832,45*,16.00,694,119.88,0,0,62,30,86,0,149,144,2900,4064,154,4/6,4/6,26.38,8.40,18.8,3,0,0
