,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,Tests,148,207,86,1174,81,9.70,2940,39.93,0,1,159,3,91,0,148,277,32335,15490,575,7/42,11/71,26.93,2.87,56.2,27,27,3
1,ODIs,194,79,43,273,28,7.58,561,48.66,0,0,23,0,53,0,194,191,9584,7861,269,5/23,5/23,29.22,4.92,35.6,11,2,0
2,T20Is,19,4,3,1,1*,1.00,2,50.00,0,0,0,0,3,0,19,19,422,552,18,3/23,3/23,30.66,7.84,23.4,0,0,0
3,First-class,245,314,126,1815,81,9.65,,,0,1,,,144,0,245,,49461,23727,950,7/42,,24.97,2.87,52.0,42,47,6
4,List A,261,105,63,376,28,8.95,,,0,0,,,68,0,261,,12730,10230,358,5/23,5/23,28.57,4.82,35.5,11,2,0
5,T20s,44,10,6,23,16,5.75,26,88.46,0,0,3,0,8,0,44,44,933,1318,41,3/23,3/23,32.14,8.47,22.7,0,0,0
