,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,Tests,13,22,0,548,83,24.90,1100,49.81,0,3,86,0,8,0,13,4,24,13,0,-,-,-,3.25,-,0,0,0
1,ODIs,13,11,0,265,51,24.09,299,88.62,0,1,38,0,4,0,13,-,-,-,-,-,-,-,-,-,-,-,-
2,T20Is,8,8,0,230,46,28.75,192,119.79,0,0,23,6,0,0,8,-,-,-,-,-,-,-,-,-,-,-,-
3,First-class,158,262,19,9383,240,38.61,15234,61.59,24,35,1413,37,136,0,158,60,1669,1031,22,5/41,6/56,46.86,3.70,75.8,0,1,0
4,List A,136,127,7,4848,190,40.40,4944,98.05,9,23,566,37,51,0,136,6,132,124,2,1/18,1/18,62.00,5.63,66.0,0,0,0
5,T20s,174,168,16,4519,107*,29.73,3391,133.26,1,28,516,118,84,0,174,6,72,81,3,1/5,1/5,27.00,6.75,24.0,0,0,0
