,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,ODIs,14,7,3,13,7*,3.25,22,59.09,0,0,1,0,4,0,14,14,737,569,23,3/27,3/27,24.73,4.63,32.0,0,0,0
1,T20Is,1,-,-,-,-,-,-,-,-,-,-,-,0,0,1,1,24,29,2,2/29,2/29,14.50,7.25,12.0,0,0,0
2,First-class,28,41,9,1003,81*,31.34,1406,71.33,0,6,119,24,19,0,28,54,5953,3071,131,7/67,11/137,23.44,3.09,45.4,10,5,1
3,List A,28,18,6,205,45,17.08,180,113.88,0,0,15,9,8,0,28,27,1468,1214,44,5/42,5/42,27.59,4.96,33.3,0,1,0
4,T20s,93,48,24,418,36,17.41,297,140.74,0,0,34,13,26,0,93,90,2042,2670,118,4/18,4/18,22.62,7.84,17.3,1,0,0
