,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,Tests,5,10,2,332,107,41.50,617,53.80,1,1,29,5,10,2,5,-,-,-,-,-,-,-,-,-,-,-,-
1,ODIs,1,1,1,61,61*,-,76,80.26,0,1,3,1,2,1,1,-,-,-,-,-,-,-,-,-,-,-,-
2,T20Is,1,-,-,-,-,-,-,-,-,-,-,-,1,0,1,-,-,-,-,-,-,-,-,-,-,-,-
3,First-class,104,164,28,5365,141*,39.44,10105,53.09,9,30,674,24,215,20,104,1,6,6,0,-,-,-,6.00,-,0,0,0
4,List A,73,63,11,1941,92,37.32,2244,86.49,0,18,163,18,86,11,73,-,-,-,-,-,-,-,-,-,-,-,-
5,T20s,56,39,9,710,75*,23.66,565,125.66,0,3,57,12,31,3,56,-,-,-,-,-,-,-,-,-,-,-,-
