,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,Tests,31,54,6,1722,106,35.87,2876,59.87,1,14,204,18,68,0,31,-,-,-,-,-,-,-,-,-,-,-,-
1,ODIs,142,117,23,3843,150,40.88,3207,119.83,9,20,321,125,171,31,142,-,-,-,-,-,-,-,-,-,-,-,-
2,T20Is,66,58,11,1260,73*,26.80,912,138.15,0,7,102,53,23,4,66,-,-,-,-,-,-,-,-,-,-,-,-
3,First-class,95,152,13,4593,144,33.04,7651,60.03,5,29,585,53,184,2,95,1,12,11,0,-,-,-,5.50,-,0,0,0
4,List A,213,177,43,6009,150,44.84,4998,120.22,11,36,544,188,223,36,213,-,-,-,-,-,-,-,-,-,-,-,-
5,T20s,249,228,41,5708,95*,30.52,3952,144.43,0,39,489,239,135,27,249,-,-,-,-,-,-,-,-,-,-,-,-
