,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,Tests,2,3,1,66,39,33.00,120,55.00,0,0,12,0,0,0,2,3,396,200,2,1/65,1/82,100.00,3.03,198.0,0,0,0
1,ODIs,17,11,7,178,47*,44.50,166,107.22,0,0,18,4,4,0,17,17,762,805,27,5/35,5/35,29.81,6.33,28.2,1,1,0
2,T20Is,11,4,3,10,6,10.00,8,125.00,0,0,0,1,1,0,11,11,210,308,12,4/36,4/36,25.66,8.80,17.5,1,0,0
3,First-class,59,81,11,1241,60,17.72,2445,50.75,0,5,168,6,20,0,59,95,10341,5613,195,7/20,10/176,28.78,3.25,53.0,13,7,1
4,List A,75,50,19,614,47*,19.80,635,96.69,0,0,49,8,25,0,75,72,3363,3148,119,5/16,5/16,26.45,5.61,28.2,5,3,0
5,T20s,83,44,15,593,62,20.44,452,131.19,0,2,58,15,24,0,83,82,1671,2348,96,4/35,4/35,24.45,8.43,17.4,2,0,0
