,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,Tests,126,183,24,3064,169,19.27,4710,65.05,1,12,377,37,42,0,126,231,25737,12698,437,8/15,11/121,29.05,2.96,58.8,16,16,2
1,ODIs,121,68,25,529,45*,12.30,709,74.61,0,0,35,10,27,0,121,121,6109,5364,178,5/23,5/23,30.13,5.26,34.3,9,1,0
2,T20Is,56,26,10,118,18*,7.37,118,100.00,0,0,7,3,21,0,56,55,1173,1491,65,4/24,4/24,22.93,7.62,18.0,1,0,0
3,First-class,210,294,44,5034,169,20.13,8005,62.88,1,24,,,78,0,210,,39596,20195,729,8/15,,27.70,3.06,54.3,28,28,3
4,List A,151,80,28,620,45*,11.92,817,75.88,0,0,42,10,32,0,151,,7496,6591,216,5/23,5/23,30.51,5.27,34.7,9,1,0
5,T20s,85,32,12,152,18*,7.60,149,102.01,0,0,10,3,26,0,85,83,1788,2144,100,4/24,4/24,21.44,7.19,17.8,1,0,0
