,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,Tests,2,4,0,112,69,28.00,234,47.86,0,1,15,0,0,0,2,2,24,17,0,-,-,-,4.25,-,0,0,0
1,ODIs,13,11,0,293,67,26.63,447,65.54,0,2,32,1,7,0,13,3,66,60,1,1/24,1/24,60.00,5.45,66.0,0,0,0
2,T20Is,10,9,1,92,30,11.50,93,98.92,0,0,11,1,3,0,10,5,66,85,7,4/19,4/19,12.14,7.72,9.4,1,0,0
3,First-class,197,340,25,11602,227,36.83,20547,56.46,29,56,,,79,0,197,,4718,2496,66,4/36,6/114,37.81,3.17,71.4,1,0,0
4,List A,156,148,16,4749,150*,35.97,6198,76.62,8,24,,,54,0,156,,1370,1158,47,4/35,4/35,24.63,5.07,29.1,3,0,0
5,T20s,204,197,17,5053,127,28.07,4136,122.17,4,30,534,141,81,0,204,34,481,637,31,4/19,4/19,20.54,7.94,15.5,1,0,0
