,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,Tests,80,147,12,6685,254,49.51,12059,55.43,16,41,755,19,91,0,80,70,1968,986,20,2/9,2/9,49.30,3.00,98.4,0,0,0
1,ODIs,143,135,21,5856,133*,51.36,6702,87.37,16,33,475,43,74,0,143,64,1414,1364,22,3/52,3/52,62.00,5.78,64.2,0,0,0
2,T20Is,32,30,5,893,90*,35.72,707,126.30,0,5,92,16,18,0,32,9,84,139,6,2/9,2/9,23.16,9.92,14.0,0,0,0
3,First-class,139,242,23,10771,254,49.18,19130,56.30,26,58,1258,30,130,0,139,128,3871,1998,40,4/5,4/5,49.95,3.09,96.7,1,0,0
4,List A,182,173,27,7140,133*,48.90,8303,85.99,17,42,591,48,86,0,182,89,2001,1863,36,3/52,3/52,51.75,5.58,55.5,0,0,0
5,T20s,72,66,13,1619,92*,30.54,1288,125.69,0,9,180,24,32,0,72,31,264,415,10,2/9,2/9,41.50,9.43,26.4,0,0,0
