,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,Tests,3,6,2,84,66*,21.00,197,42.63,0,1,7,1,2,0,3,5,526,298,7,2/34,4/101,42.57,3.39,75.1,0,0,0
1,ODIs,3,2,0,14,10,7.00,17,82.35,0,0,1,0,0,0,3,2,84,96,3,2/70,2/70,32.00,6.85,28.0,0,0,0
2,T20Is,6,2,1,17,10,17.00,8,212.50,0,0,2,1,2,0,6,6,120,152,5,3/27,3/27,30.40,7.60,24.0,0,0,0
3,First-class,147,240,25,7022,169,32.66,14368,48.87,8,39,838,25,141,0,147,174,13929,6952,199,7/51,8/129,34.93,2.99,69.9,8,3,0
4,List A,160,130,23,3529,113*,32.98,3702,95.32,3,18,255,61,72,0,160,141,6206,4890,162,6/47,6/47,30.18,4.72,38.3,7,1,0
5,T20s,152,111,26,1633,82,19.21,1417,115.24,0,5,108,43,68,0,152,128,2390,2917,110,5/17,5/17,26.51,7.32,21.7,2,1,0
