,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,Tests,17,32,1,781,146*,25.19,1838,42.49,2,1,88,0,17,0,17,4,73,55,0,-,-,-,4.52,-,0,0,0
1,First-class,128,226,14,7057,221*,33.28,15476,45.59,18,25,927,7,100,0,128,58,1671,960,29,3/37,4/48,33.10,3.44,57.6,0,0,0
2,List A,68,67,12,2271,139,41.29,2727,83.27,4,17,245,10,31,0,68,26,594,614,11,2/19,2/19,55.81,6.20,54.0,0,0,0
3,T20s,43,29,10,602,88,31.68,507,118.73,0,3,43,12,9,0,43,29,510,628,22,4/37,4/37,28.54,7.38,23.1,1,0,0
