,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,Tests,9,16,2,454,78,32.42,773,58.73,0,3,47,14,0,0,9,16,893,513,15,4/74,5/92,34.20,3.44,59.5,1,0,0
1,ODIs,2,2,0,17,15,8.50,29,58.62,0,0,1,1,0,0,2,2,72,90,2,2/44,2/44,45.00,7.50,36.0,0,0,0
2,First-class,55,86,10,2203,96,28.98,3775,58.35,0,16,300,34,13,0,55,94,7801,4413,151,7/58,10/101,29.22,3.39,51.6,5,6,1
3,List A,51,34,5,597,57,20.58,709,84.20,0,1,57,7,20,0,51,48,2292,2129,68,4/32,4/32,31.30,5.57,33.7,1,0,0
4,T20s,56,44,10,573,55*,16.85,457,125.38,0,2,52,19,13,0,56,55,1068,1519,52,4/11,4/11,29.21,8.53,20.5,2,0,0
