,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,Tests,4,7,1,55,16,9.16,149,36.91,0,0,6,0,2,0,4,8,1162,498,20,5/83,8/153,24.90,2.57,58.1,1,1,0
1,First-class,79,107,25,911,66,11.10,2574,35.39,0,2,120,5,33,0,79,126,14888,6619,265,8/85,12/102,24.97,2.66,56.1,10,18,3
2,List A,16,5,2,22,18,7.33,50,44.00,0,0,2,0,9,0,16,16,824,641,21,3/7,3/7,30.52,4.66,39.2,0,0,0
