,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,Tests,2,4,2,112,61,56.00,267,41.94,0,1,15,0,1,0,2,-,-,-,-,-,-,-,-,-,-,-,-
1,ODIs,39,39,6,1062,97*,32.18,1667,63.70,0,9,90,3,9,0,39,2,18,25,0,-,-,-,8.33,-,0,0,0
2,T20Is,1,1,1,1,1*,-,1,100.00,0,0,0,0,0,0,1,-,-,-,-,-,-,-,-,-,-,-,-
3,First-class,16,28,4,1133,163,47.20,2118,53.49,4,4,167,4,13,0,16,13,564,316,11,2/33,4/108,28.72,3.36,51.2,0,0,0
4,List A,49,48,7,1350,97*,32.92,2166,62.32,0,12,107,5,10,0,49,6,150,126,4,3/39,3/39,31.50,5.04,37.5,0,0,0
5,T20s,18,17,7,368,55*,36.80,348,105.74,0,2,36,6,5,0,18,-,-,-,-,-,-,-,-,-,-,-,-
