,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,Tests,2,4,0,192,98,48.00,357,53.78,0,2,30,0,2,0,2,-,-,-,-,-,-,-,-,-,-,-,-
1,ODIs,70,66,2,2255,114,35.23,3215,70.13,4,15,195,24,19,0,70,26,524,504,14,5/32,5/32,36.00,5.77,37.4,0,1,0
2,First-class,15,21,2,933,144,49.10,2088,44.68,2,6,116,7,10,0,15,18,842,431,15,3/30,5/94,28.73,3.07,56.1,0,0,0
3,List A,105,98,5,3272,114,35.18,4491,72.85,6,19,273,45,25,0,105,59,1757,1649,56,5/32,5/32,29.44,5.63,31.3,2,2,0
4,T20s,16,14,0,214,60,15.28,202,105.94,0,1,11,8,6,0,16,9,100,140,6,3/25,3/25,23.33,8.40,16.6,0,0,0
