,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,Tests,2,4,0,69,40,17.25,133,51.87,0,0,12,1,0,0,2,-,-,-,-,-,-,-,-,-,-,-,-
1,ODIs,84,84,3,2727,131*,33.66,3082,88.48,6,14,323,55,64,25,84,-,-,-,-,-,-,-,-,-,-,-,-
2,T20Is,65,65,3,1936,118*,31.22,1436,134.81,1,12,218,72,26,28,65,-,-,-,-,-,-,-,-,-,-,-,-
3,First-class,22,38,5,1651,214*,50.03,2283,72.31,4,9,205,19,53,7,22,-,-,-,-,-,-,-,-,-,-,-,-
4,List A,115,115,4,3981,143,35.86,4499,88.48,9,21,459,97,84,32,115,-,-,-,-,-,-,-,-,-,-,-,-
5,T20s,118,118,10,3457,118*,32.00,2602,132.85,1,22,369,143,60,50,118,-,-,-,-,-,-,-,-,-,-,-,-
