,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,ODIs,51,50,1,1216,114,24.81,1923,63.23,1,7,132,4,15,0,51,-,-,-,-,-,-,-,-,-,-,-,-
1,T20Is,20,20,1,506,63,26.63,497,101.81,0,3,45,6,4,0,20,-,-,-,-,-,-,-,-,-,-,-,-
2,First-class,10,18,1,732,130,43.05,1194,61.30,2,5,106,5,4,0,10,3,20,29,0,-,-,-,8.70,-,0,0,0
3,List A,72,71,2,1823,122,26.42,2695,67.64,3,10,200,9,21,0,72,1,2,6,1,1/6,1/6,6.00,18.00,2.0,0,0,0
4,T20s,33,32,5,734,63,27.18,689,106.53,0,5,65,13,8,0,33,-,-,-,-,-,-,-,-,-,-,-,-
