,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,Tests,2,3,0,3,2,1.00,29,10.34,0,0,0,0,0,0,2,3,270,144,9,3/41,6/93,16.00,3.20,30.0,0,0,0
1,ODIs,3,2,1,3,3*,3.00,19,15.78,0,0,0,0,2,0,3,3,108,90,2,1/23,1/23,45.00,5.00,54.0,0,0,0
2,T20Is,2,1,1,1,1*,-,1,100.00,0,0,0,0,0,0,2,2,43,65,5,3/34,3/34,13.00,9.06,8.6,0,0,0
3,First-class,31,43,5,280,39,7.36,574,48.78,0,0,25,11,11,0,31,53,4018,2157,102,5/29,8/123,21.14,3.22,39.3,2,4,0
4,List A,16,11,4,75,17,10.71,100,75.00,0,0,8,2,8,0,16,16,731,658,18,5/39,5/39,36.55,5.40,40.6,0,1,0
5,T20s,11,6,4,16,7*,8.00,18,88.88,0,0,2,0,0,0,11,11,197,372,10,3/34,3/34,37.20,11.32,19.7,0,0,0
