,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,ODIs,44,27,17,67,17,6.70,160,41.87,0,0,5,3,5,0,44,44,1983,1589,43,4/24,4/24,36.95,4.80,46.1,2,0,0
1,T20Is,34,13,6,27,13,3.85,65,41.53,0,0,0,3,5,0,34,34,647,843,35,3/40,3/40,24.08,7.81,18.4,0,0,0
2,First-class,9,12,2,53,18,5.30,179,29.60,0,0,4,3,2,0,9,17,1182,689,17,4/28,6/35,40.52,3.49,69.5,1,0,0
3,List A,56,36,19,102,17,6.00,246,41.46,0,0,7,5,5,0,56,56,2524,2037,57,4/24,4/24,35.73,4.84,44.2,2,0,0
4,T20s,61,26,13,69,19*,5.30,103,66.99,0,0,0,8,8,0,61,61,1221,1424,64,3/21,3/21,22.25,6.99,19.0,0,0,0
