,Inns,Score,Overs,Conc,Wkts,Ct,St,empty,Opposition,Ground,Start Date
0,1,21,-,-,-,-,-,,v Canada,Hambantota,20 Feb 2011
1,2,-,DNB,-,-,0,0,,v Canada,Hambantota,20 Feb 2011
2,1,-,10.0,56,1,0,0,,v Pakistan,Colombo (RPS),26 Feb 2011
3,2,18,-,-,-,-,-,,v Pakistan,Colombo (RPS),26 Feb 2011
4,1,-,7.0,20,1,0,0,,v Kenya,Colombo (RPS),1 Mar 2011
