,Inns,Score,Overs,Conc,Wkts,Ct,St,empty,Opposition,Ground,Start Date
0,1,DNB,-,-,-,-,-,,v Bermuda,Port of Spain,15 Mar 2007
1,2,-,5.0,10,3,0,0,,v Bermuda,Port of Spain,15 Mar 2007
2,1,DNB,-,-,-,-,-,,v Bangladesh,Port of Spain,21 Mar 2007
3,2,-,6.0,27,3,0,0,,v Bangladesh,Port of Spain,21 Mar 2007
4,1,DNB,-,-,-,-,-,,v India,Port of Spain,23 Mar 2007
