,Inns,Score,Overs,Conc,Wkts,Ct,St,empty,Opposition,Ground,Start Date
0,1,-,10.0,62,2,1,0,,v New Zealand,Christchurch,14 Feb 2015
1,2,7*,-,-,-,-,-,,v New Zealand,Christchurch,14 Feb 2015
2,1,-,10.0,36,2,1,0,,v Afghanistan,Dunedin,22 Feb 2015
3,2,DNB,-,-,-,-,-,,v Afghanistan,Dunedin,22 Feb 2015
4,1,DNB,-,-,-,-,-,,v Bangladesh,Melbourne,26 Feb 2015
