,Inns,Score,Overs,Conc,Wkts,Ct,St,empty,Opposition,Ground,Start Date
0,1,0,-,-,-,-,-,,v Afghanistan,Cardiff,4 Jun 2019
1,2,-,9.0,31,4,0,0,,v Afghanistan,Cardiff,4 Jun 2019
2,1,-,10.0,88,0,0,0,,v Australia,The Oval,15 Jun 2019
3,2,0,-,-,-,-,-,,v Australia,The Oval,15 Jun 2019
4,1,1*,-,-,-,-,-,,v England,Leeds,21 Jun 2019
