,Inns,Score,Overs,Conc,Wkts,Ct,St,empty,Opposition,Ground,Start Date
0,1,0,-,-,-,-,-,,v New Zealand,Cardiff,1 Jun 2019
1,2,-,DNB,-,-,0,0,,v New Zealand,Cardiff,1 Jun 2019
2,1,2,-,-,-,-,-,,v Afghanistan,Cardiff,4 Jun 2019
3,2,-,DNB,-,-,0,0,,v Afghanistan,Cardiff,4 Jun 2019
4,1,-,DNB,-,-,0,0,,v Australia,The Oval,15 Jun 2019
