,Index,column,Query
735,118531,"{'Name', 'OrigName'}",tobacco
736,118599,"{'Name', 'OrigName'}",tobacco
737,120067,"{'Name', 'OrigName'}",tobacco
738,120940,"{'Name', 'OrigName'}",drug
739,121687,"{'Name', 'OrigName'}",tobacco
740,121866,"{'Name', 'OrigName'}",tobacco
741,122638,"{'Name', 'OrigName'}",tobacco
742,122895,"{'Name', 'OrigName'}",tobacco
743,122973,"{'Name', 'OrigName'}",tobacco
744,123492,"{'Name', 'OrigName'}",tobacco
745,124182,"{'Name', 'OrigName'}",solvents
746,124726,"{'Name', 'OrigName'}",tobacco
747,125320,"{'Name', 'OrigName'}",tobacco
748,126608,"{'Name', 'OrigName'}",drugs
749,127503,"{'Name', 'OrigName'}",tobacco
750,127796,"{'Name', 'OrigName'}",tobacco
751,129108,"{'Name', 'OrigName', 'Organization'}",drugs
752,129112,Organization,drugs
753,129115,Organization,drugs
754,129118,Organization,drugs
755,129123,Organization,drugs
756,129126,Organization,drugs
757,129131,Organization,drugs
758,129135,Organization,drugs
759,129358,"{'Name', 'OrigName'}",drugs
760,129361,"{'Name', 'OrigName'}",drugs
761,130502,"{'Name', 'OrigName'}",drug
762,130808,"{'Name', 'OrigName'}",tobacco
763,131493,"{'Name', 'OrigName'}",tobacco
764,132957,"{'Name', 'OrigName'}",tobacco
765,133609,Remarks,alcohol
766,135685,"{'Name', 'OrigName'}",tobacco
767,135878,"{'Name', 'OrigName', 'Organization'}",drugs
768,136112,"{'Name', 'OrigName', 'Organization'}",drugs
769,137618,"{'Name', 'OrigName'}",tobacco
770,140311,"{'Name', 'OrigName'}",drugs
771,140863,"{'Name', 'OrigName'}",tobacco
772,140868,"{'Name', 'OrigName'}",tobacco
773,140971,Address,drug
774,141423,"{'Name', 'OrigName'}",drugs
775,141429,"{'Name', 'OrigName'}",drugs
776,145517,"{'Name', 'OrigName'}",drugs
777,145522,"{'Name', 'OrigName'}",drugs
778,145688,Remarks,drugs
779,145692,Remarks,drugs
780,145696,Remarks,drugs
781,147218,"{'Name', 'OrigName'}",drugs
782,148927,"{'Name', 'OrigName'}",drugs
783,149415,"{'Name', 'OrigName'}",tobacco
784,150193,"{'Name', 'OrigName'}",drugs
785,150198,"{'Name', 'OrigName'}",drugs
786,150268,Remarks,drugs
787,150274,Remarks,drugs
788,150279,Remarks,drugs
789,150504,"{'Name', 'OrigName'}",tobacco
790,151189,"{'Name', 'OrigName'}",tobacco
791,151807,"{'Name', 'OrigName'}",drugs
792,151810,"{'Name', 'OrigName'}",drug
793,152147,Organization,drugs
794,152164,Organization,drugs
795,152177,Organization,drugs
796,152823,"{'Name', 'OrigName'}",drugs
797,152829,"{'Name', 'OrigName'}",drugs
798,153852,Organization,drugs
799,154635,"{'Name', 'OrigName'}",tobacco
800,154639,"{'Name', 'OrigName'}",tobacco
801,154948,Organization,drugs
802,154959,Organization,drugs
803,155123,"{'Name', 'OrigName'}",tobacco
804,155785,"{'Name', 'OrigName'}",tobacco
805,156019,Address,drug
806,156485,Remarks,"{'drug trafficking', 'drug'}"
807,157305,"{'Name', 'OrigName'}",tobacco
808,157640,"{'Name', 'OrigName'}",drugs
809,157869,"{'Name', 'OrigName'}",tobacco
810,158002,Remarks,drug
811,161242,Organization,tobacco
812,161748,"{'Name', 'OrigName'}",drugs
813,164382,"{'Name', 'OrigName'}",tobacco
814,164950,"{'Name', 'OrigName'}",drugs
815,164955,"{'Name', 'OrigName'}",drugs
816,165367,"{'Name', 'OrigName'}",drugs
817,165376,"{'Name', 'OrigName'}",drugs
818,165617,"{'Name', 'OrigName'}",tobacco
819,165707,Remarks,"{'drug trafficking', 'drug'}"
820,165717,"{'Name', 'OrigName'}",alcohol
821,165862,"{'Name', 'OrigName'}",drugs
822,165910,Organization,solvents
823,166012,"{'Name', 'OrigName'}",drugs
824,166054,"{'Name', 'OrigName'}",drugs
825,166310,"{'Name', 'OrigName'}",drug
826,166768,"{'Name', 'OrigName'}",drugs
827,166779,"{'Name', 'OrigName'}",drugs
828,167320,Remarks,drug
829,167569,Organization,solvents
830,169199,"{'Name', 'OrigName'}",tobacco
831,169397,Address,drug
832,170224,Organization,drugs
833,170523,"{'Name', 'OrigName'}",drug
834,170945,Organization,drugs
835,171589,Organization,drugs
836,172239,"{'Name', 'OrigName'}",drugs
837,172245,"{'Name', 'OrigName'}",drugs
838,172333,"{'Name', 'OrigName'}",tobacco
839,172783,"{'Name', 'OrigName'}",drugs
840,172789,"{'Name', 'OrigName'}",drugs
841,172892,"{'Name', 'OrigName'}",tobacco
842,173478,"{'Name', 'OrigName'}",tobacco
843,173886,"{'Name', 'OrigName'}",tobacco
844,177648,Remarks,"{'drug trafficking', 'drug'}"
845,178096,"{'Name', 'OrigName'}",drugs
846,178100,"{'Name', 'OrigName'}",drugs
847,178108,"{'Name', 'OrigName'}",drugs
848,178110,"{'Name', 'OrigName'}",drugs
849,178358,"{'Name', 'OrigName'}",drugs
850,181743,Organization,drug
851,181748,Organization,drug
852,182496,"{'Name', 'OrigName'}",tobacco
853,183290,Organization,drugs
854,183798,Organization,tobacco
855,183809,Organization,tobacco
856,184507,Organization,drugs
857,185233,Organization,drugs
858,186030,"{'Name', 'OrigName'}",tobacco
859,186828,Remarks,drug
860,187491,Organization,drugs
861,187493,Organization,drugs
862,187874,Organization,drugs
863,187903,Organization,drugs
864,188034,Organization,tobacco
865,191027,Organization,tobacco
866,191286,Remarks,drug
867,193718,Organization,drugs
868,194026,Organization,drugs
869,194029,Organization,drugs
870,194606,Organization,drugs
871,194621,Remarks,"{'drug trafficking', 'drug'}"
872,195268,"{'Name', 'OrigName'}",drugs
873,195438,"{'Name', 'OrigName'}",drugs
874,198034,Organization,drugs
875,198664,Organization,tobacco
876,199823,Organization,drugs
877,199825,Organization,drugs
878,202973,"{'Name', 'OrigName'}",drugs
879,208746,Organization,drugs
880,209289,Organization,tobacco
881,210378,Organization,drugs
882,210381,Organization,drugs
883,214746,"{'Name', 'OrigName'}",drugs
884,215250,"{'Name', 'OrigName'}",drug
885,215254,"{'Name', 'OrigName'}",drug
886,217274,"{'Name', 'OrigName'}",drugs
887,217476,"{'Name', 'OrigName'}",drug
888,217721,"{'Name', 'OrigName'}",drugs
889,217826,"{'Name', 'OrigName'}",drugs
890,218353,"{'Name', 'OrigName'}",drugs
891,218754,Organization,tobacco
892,218758,Organization,tobacco
893,219219,Organization,drugs
894,219224,Organization,drugs
895,222102,"{'Name', 'OrigName'}",drug
896,222470,Organization,drugs
897,222472,Organization,drugs
898,224160,Organization,drugs
899,224624,Organization,drugs
900,224626,Organization,drugs
901,224725,Organization,tobacco
902,225022,"{'Name', 'OrigName'}",drug
903,225364,Organization,drugs
904,225799,"{'Name', 'OrigName'}",drugs
905,225801,"{'Name', 'OrigName'}",drugs
906,225803,"{'Name', 'OrigName'}",drugs
907,226123,Organization,drugs
908,226126,Organization,drugs
909,227280,Organization,tobacco
910,229868,"{'Name', 'OrigName'}",drugs
911,231086,"{'Name', 'OrigName'}",drugs
912,231088,"{'Name', 'OrigName'}",drugs
913,231783,"{'Name', 'OrigName'}",drugs
914,231826,Organization,drugs
915,232779,"{'Name', 'OrigName'}",tobacco
916,232793,"{'Name', 'OrigName'}",tobacco
917,233485,"{'Name', 'OrigName'}",tobacco
918,233951,Organization,drugs
919,233956,Organization,drugs
920,234248,Organization,drugs
921,234255,Organization,drugs
922,234594,Organization,drugs
923,234694,Organization,drugs
924,234726,Organization,drugs
925,234897,Organization,drug
926,235197,Organization,drugs
927,235203,Organization,drugs
928,236058,"{'Name', 'OrigName'}",drugs
929,236911,"{'Name', 'OrigName'}",drugs
930,237034,Organization,tobacco
931,237933,Organization,drug
932,238698,"{'Name', 'OrigName'}",drugs
933,238703,"{'Name', 'OrigName'}",drugs
934,239059,Organization,drugs
935,239063,Organization,drugs
936,239372,"{'Name', 'OrigName'}",drugs
937,239411,Organization,drugs
938,239416,Organization,drugs
939,240096,"{'Name', 'OrigName'}",drugs
940,242743,Organization,drugs
941,242747,Organization,drugs
942,242758,Organization,drugs
943,242760,Organization,drugs
944,242766,Address,tobacco
945,243084,Organization,drugs
946,249029,"{'Name', 'OrigName'}",drugs
947,249035,"{'Name', 'OrigName'}",drugs
948,249870,"{'Name', 'OrigName'}",drug
949,253702,Organization,tobacco
950,254080,Remarks,tobacco
951,257537,"{'Name', 'OrigName'}",drugs
952,257975,"{'Name', 'OrigName'}",drugs
953,261714,Aliases,pcp
954,261755,"{'Name', 'OrigName'}",drugs
955,262648,"{'Name', 'OrigName'}",drugs
956,262650,"{'Name', 'OrigName'}",drugs
957,263680,"{'Name', 'OrigName'}",drugs
958,264791,"{'Name', 'OrigName'}",tobacco
959,264800,"{'Name', 'OrigName'}",tobacco
960,265851,Organization,drugs
961,266060,Organization,drugs
962,266347,"{'Name', 'OrigName'}",tobacco
963,266983,"{'Name', 'OrigName'}",tobacco
964,266997,"{'Name', 'OrigName'}",drugs
965,268506,"{'Name', 'OrigName'}",tobacco
966,271058,"{'Name', 'OrigName'}",drugs
967,272216,"{'Name', 'OrigName'}",tobacco
968,274103,Organization,drugs
969,274518,"{'Name', 'OrigName'}",drugs
970,282382,Organization,drugs
971,282633,Organization,drug
972,282635,Organization,drug
973,283664,Organization,drugs
974,285881,Organization,drug
975,286482,Organization,drug
976,286868,Organization,drugs
977,286869,Organization,drugs
978,286870,Organization,drugs
979,289119,Organization,drugs
980,289654,Organization,drugs
981,289655,Organization,drugs
982,290004,Organization,drugs
983,290533,Organization,tobacco
984,290541,Organization,tobacco
985,290902,Organization,tobacco
986,292243,Organization,drugs
987,292675,Organization,drugs
988,293587,Organization,drugs
989,293590,Organization,drugs
990,293930,Organization,drugs
991,294303,Organization,drugs
992,296554,Remarks,drugs
993,296564,Remarks,drugs
994,297122,Organization,drugs
995,297123,Organization,drugs
996,298574,Remarks,alcohol
997,299849,Organization,drugs
998,299991,Organization,drugs
999,301264,Organization,drugs
1000,301676,Organization,drugs
1001,301677,Organization,drugs
1002,301764,Organization,drugs
1003,302298,Organization,tobacco
1004,302302,Organization,tobacco
1005,302641,Organization,tobacco
1006,302788,Organization,tobacco
1007,302791,Organization,drugs
1008,303214,Organization,tobacco
1009,304557,Organization,drugs
1010,304989,Remarks,drugs
1011,304993,Remarks,drugs
1012,305233,Organization,tobacco
1013,305577,"{'Name', 'OrigName'}",drugs
1014,305579,Remarks,drugs
1015,305581,Remarks,drugs
1016,306428,Organization,drugs
1017,308091,Remarks,drug
1018,308096,Remarks,drug
1019,308100,Remarks,"{'drug', 'drugs'}"
1020,308102,Remarks,narcotics
1021,308109,Remarks,drugs
1022,308114,Remarks,drugs
1023,308120,Remarks,drugs
1024,308142,Remarks,drug
1025,308150,Remarks,drugs
1026,308155,Remarks,drug
1027,308199,Remarks,drugs
1028,308312,"{'Name', 'OrigName'}",drugs
1029,308744,Remarks,drug
1030,309143,Address,tobacco
1031,309913,Remarks,narcotics
1032,310893,Remarks,"{'narcotics', 'heroin'}"
1033,310986,Remarks,"{'narcotics', 'drug', 'drug trafficking', 'poppy', 'opium', 'narco-traffickers'}"
1034,311817,Remarks,drug
1035,313313,Remarks,drug
1036,313326,Remarks,"{'drug trafficking', 'drug'}"
1037,313414,Remarks,"{'drug trafficking', 'drug'}"
1038,313542,Remarks,cannabis
1039,313969,Remarks,drugs
1040,313970,Remarks,drugs
1041,314134,Remarks,drug
1042,317126,Remarks,"{'drug', 'drugs'}"
1043,317138,Remarks,drugs
1044,317139,Remarks,drugs
1045,317140,Remarks,drug
1046,317141,Remarks,drug
1047,317142,Remarks,drugs
1048,317146,Remarks,cocaine
1049,317148,Remarks,heroin
1050,317149,Remarks,heroin
1051,317154,Remarks,drugs
1052,317155,Remarks,drugs
1053,317157,Remarks,drugs
1054,317189,Remarks,"{'cocaine', 'drug'}"
1055,317190,Remarks,cocaine
